Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,105.05000305175781,105.55000305175781,104.12999725341797,104.5199966430664,76.54862976074219,5753600
2015-01-05,104.4800033569336,104.7300033569336,103.68000030517578,103.79000091552734,76.01396942138672,8079300
2015-01-06,104.33999633789062,104.98999786376953,102.94000244140625,103.27999877929688,75.6404800415039,7428000
2015-01-07,103.91000366210938,105.83000183105469,103.80999755859375,105.55999755859375,77.31029510498047,7931700
2015-01-08,106.05999755859375,106.48999786376953,105.75,106.38999938964844,77.91815948486328,9916000
2015-01-09,106.5,106.5,104.75,104.94000244140625,76.85623168945312,7364800
2015-01-12,105.16999816894531,105.81999969482422,104.30000305175781,104.58000183105469,76.5925521850586,6839000
2015-01-13,105.44000244140625,106.33000183105469,104.23999786376953,104.76000213623047,76.7243881225586,10151100
2015-01-14,103.86000061035156,104.43000030517578,103.51000213623047,104.0,76.16777038574219,8887700
2015-01-15,102.97000122070312,103.93000030517578,101.94999694824219,102.48999786376953,75.0618896484375,10834800
2015-01-16,102.05999755859375,104.62000274658203,102.0,104.04000091552734,76.19709777832031,14092300
2015-01-20,101.55000305175781,102.05000305175781,100.26000213623047,101.29000091552734,74.18302917480469,20460000
2015-01-21,100.55999755859375,102.0999984741211,100.4000015258789,101.9000015258789,74.6297836303711,11702900
2015-01-22,102.38999938964844,103.83000183105469,101.56999969482422,103.76000213623047,75.99201965332031,9036600
2015-01-23,102.94000244140625,102.97000122070312,101.94000244140625,102.19999694824219,74.8494873046875,10126000
2015-01-26,101.80000305175781,102.44999694824219,101.20999908447266,102.26000213623047,74.89346313476562,8962800
2015-01-27,101.83000183105469,102.7699966430664,100.93000030517578,102.08999633789062,74.76892852783203,10160500
2015-01-28,102.4800033569336,102.93000030517578,101.44000244140625,101.4800033569336,74.32218933105469,9053200
2015-01-29,101.51000213623047,102.45999908447266,100.66999816894531,102.37999725341797,74.98128509521484,7569300
2015-01-30,101.58000183105469,102.0,100.08999633789062,100.13999938964844,73.3407974243164,10676300
2015-02-02,100.48999786376953,100.8499984741211,99.37999725341797,100.83000183105469,73.84614562988281,8990700
2015-02-03,101.4000015258789,102.55999755859375,101.12000274658203,102.45999908447266,75.03990936279297,10005200
2015-02-04,102.12000274658203,102.44999694824219,101.0199966430664,101.36000061035156,74.23430633544922,9514100
2015-02-05,101.56999969482422,102.55999755859375,101.45999908447266,102.45999908447266,75.03990936279297,6642200
2015-02-06,102.11000061035156,102.44999694824219,100.83000183105469,101.0999984741211,74.04388427734375,9215700
2015-02-09,101.05999755859375,101.05999755859375,99.0999984741211,99.77999877929688,73.07715606689453,9851700
2015-02-10,100.19000244140625,100.69999694824219,99.43000030517578,100.3499984741211,73.49456787109375,12275500
2015-02-11,100.45999908447266,100.79000091552734,99.94999694824219,100.37999725341797,73.51655578613281,8177000
2015-02-12,100.5,100.54000091552734,97.1500015258789,98.44000244140625,72.09571838378906,25835200
2015-02-13,98.44000244140625,99.66999816894531,98.33000183105469,99.62000274658203,72.95995330810547,11153600
2015-02-17,99.38999938964844,100.4800033569336,99.12000274658203,100.44000244140625,73.56051635742188,8627100
2015-02-18,100.69999694824219,100.94000244140625,99.37999725341797,99.95999908447266,73.2089614868164,7878200
2015-02-19,99.94999694824219,100.83999633789062,99.61000061035156,100.69999694824219,73.75091552734375,10028200
2015-02-20,100.18000030517578,100.37000274658203,99.11000061035156,100.26000213623047,73.94268035888672,10085700
2015-02-23,100.73999786376953,100.7699966430664,99.80000305175781,100.18000030517578,73.88367462158203,6878200
2015-02-24,100.25,101.05000305175781,100.0,100.69999694824219,74.26717376708984,6587200
2015-02-25,100.94000244140625,101.29000091552734,100.16000366210938,101.20999908447266,74.64330291748047,9684000
2015-02-26,101.37999725341797,103.18000030517578,101.22000122070312,102.80000305175781,75.81596374511719,11437900
2015-02-27,103.04000091552734,103.33000183105469,102.4800033569336,102.51000213623047,75.60205078125,8500000
2015-03-02,102.51000213623047,103.41000366210938,102.51000213623047,103.22000122070312,76.12570190429688,7277600
2015-03-03,103.0999984741211,103.0999984741211,101.80999755859375,102.33999633789062,75.47669219970703,6419700
2015-03-04,102.12000274658203,102.12000274658203,101.16999816894531,101.6500015258789,74.96778869628906,8665500
2015-03-05,102.06999969482422,103.20999908447266,102.0,102.5199966430664,75.60944366455078,8042300
2015-03-06,102.08999633789062,102.43000030517578,99.87999725341797,100.11000061035156,73.83204650878906,9287600
2015-03-09,100.19999694824219,100.91999816894531,99.76000213623047,100.66000366210938,74.23767852783203,5701100
2015-03-10,99.98999786376953,100.44000244140625,99.51000213623047,99.52999877929688,73.40428161621094,8735700
2015-03-11,99.83000183105469,99.83000183105469,98.22000122070312,98.31999969482422,72.51189422607422,9138100
2015-03-12,98.95999908447266,100.23999786376953,98.83000183105469,99.83000183105469,73.62553405761719,8318000
2015-03-13,99.8499984741211,100.05000305175781,98.63999938964844,99.20999908447266,73.16828918457031,7821800
2015-03-16,99.73999786376953,101.06999969482422,99.73999786376953,101.05999755859375,74.53266906738281,7726500
2015-03-17,100.11000061035156,100.5199966430664,99.41000366210938,99.88999938964844,73.66980743408203,7301500
2015-03-18,99.88999938964844,101.73999786376953,99.12999725341797,101.45999908447266,74.82766723632812,7972500
2015-03-19,101.04000091552734,101.95999908447266,100.91000366210938,101.69000244140625,74.997314453125,6863100
2015-03-20,101.87000274658203,102.9000015258789,101.76000213623047,102.4000015258789,75.52095031738281,12433800
2015-03-23,102.47000122070312,103.3499984741211,102.2300033569336,102.9800033569336,75.94866180419922,9016000
2015-03-24,102.83000183105469,103.2300033569336,101.93000030517578,101.95999908447266,75.19645690917969,8390700
2015-03-25,101.8499984741211,102.5,100.33999633789062,100.33999633789062,74.00167083740234,8444100
2015-03-26,99.94999694824219,100.80999755859375,99.55999755859375,100.13999938964844,73.85417938232422,9972400
2015-03-27,100.27999877929688,100.94999694824219,100.1500015258789,100.33999633789062,74.00167083740234,5847400
2015-03-30,101.23999786376953,101.86000061035156,100.76000213623047,101.55000305175781,74.89403533935547,6061200
2015-03-31,100.97000122070312,101.48999786376953,100.58999633789062,100.5999984741211,74.19342041015625,8028000
2015-04-01,100.45999908447266,100.45999908447266,98.61000061035156,99.1500015258789,73.12403106689453,11368100
2015-04-02,99.44000244140625,99.98999786376953,98.88999938964844,99.63999938964844,73.48540496826172,6097100
2015-04-06,98.83999633789062,99.55999755859375,98.04000091552734,99.16000366210938,73.13140869140625,9697600
2015-04-07,99.55000305175781,100.87000274658203,99.43000030517578,100.0999984741211,73.82466125488281,7900300
2015-04-08,99.83999633789062,100.44999694824219,99.5999984741211,100.16000366210938,73.86892700195312,7354100
2015-04-09,100.56999969482422,101.6500015258789,100.33000183105469,101.33000183105469,74.73181915283203,8073900
2015-04-10,101.33000183105469,102.13999938964844,100.93000030517578,102.05999755859375,75.27019500732422,6786500
2015-04-13,101.54000091552734,101.9800033569336,100.55000305175781,100.55000305175781,74.15654754638672,10753500
2015-04-14,101.05000305175781,101.45999908447266,100.19000244140625,100.5199966430664,74.13441467285156,9322200
2015-04-15,100.54000091552734,101.23999786376953,100.33000183105469,100.5999984741211,74.19342041015625,8237100
2015-04-16,100.2699966430664,100.31999969482422,99.7699966430664,99.79000091552734,73.59603118896484,7324800
2015-04-17,99.37000274658203,99.8499984741211,99.11000061035156,99.58000183105469,73.44115447998047,11084200
2015-04-20,100.26000213623047,100.87999725341797,100.05000305175781,100.20999908447266,73.90580749511719,6668500
2015-04-21,100.66000366210938,100.98999786376953,100.16000366210938,100.30000305175781,73.97218322753906,6532700
2015-04-22,100.62999725341797,100.80000305175781,99.95999908447266,100.43000030517578,74.06803131103516,4763900
2015-04-23,100.5,100.81999969482422,99.91000366210938,100.45999908447266,74.09016418457031,7351500
2015-04-24,100.11000061035156,101.52999877929688,100.0,101.08000183105469,74.54742431640625,6566900
2015-04-27,101.16000366210938,101.5999984741211,100.47000122070312,100.58000183105469,74.17868041992188,9113900
2015-04-28,100.44999694824219,100.94999694824219,99.30999755859375,100.73999786376953,74.29668426513672,7484600
2015-04-29,100.51000213623047,100.61000061035156,99.9000015258789,100.38999938964844,74.03854370117188,8926200
2015-04-30,100.06999969482422,100.1500015258789,98.7699966430664,99.19999694824219,73.16091918945312,10170600
2015-05-01,99.62000274658203,100.38999938964844,99.62000274658203,100.12999725341797,73.84679412841797,6255000
2015-05-04,100.33000183105469,100.55000305175781,100.16000366210938,100.3499984741211,74.00902557373047,5532400
2015-05-05,100.12999725341797,100.29000091552734,99.29000091552734,99.5,73.38214874267578,8828000
2015-05-06,99.62000274658203,99.87000274658203,98.66000366210938,99.16999816894531,73.13877868652344,8030800
2015-05-07,98.94000244140625,100.0,98.91000366210938,99.66000366210938,73.50019073486328,6401600
2015-05-08,100.4800033569336,101.66999816894531,100.44000244140625,101.47000122070312,74.83507537841797,7508600
2015-05-11,101.31999969482422,101.66000366210938,101.01000213623047,101.02999877929688,74.51053619384766,5698900
2015-05-12,100.87999725341797,101.05000305175781,100.27999877929688,100.47000122070312,74.09754180908203,6903100
2015-05-13,100.68000030517578,101.12999725341797,100.47000122070312,100.55000305175781,74.15654754638672,5826800
2015-05-14,100.97000122070312,101.87000274658203,100.94999694824219,101.83000183105469,75.10057067871094,5454000
2015-05-15,101.9800033569336,102.31999969482422,101.66999816894531,102.30000305175781,75.44719696044922,6023500
2015-05-18,102.37000274658203,104.33999633789062,102.31999969482422,103.41999816894531,76.27322387695312,10479600
2015-05-19,103.66000366210938,104.12000274658203,103.26000213623047,103.95999908447266,76.67143249511719,7724100
2015-05-20,104.41999816894531,104.4800033569336,103.30999755859375,103.5999984741211,76.40594482421875,7146500
2015-05-21,102.91000366210938,103.30000305175781,102.33999633789062,102.41999816894531,76.08651733398438,6875600
2015-05-22,102.2699966430664,102.41000366210938,101.33000183105469,101.3499984741211,75.2916259765625,6216600
2015-05-26,101.2300033569336,101.55000305175781,100.58000183105469,100.81999969482422,74.89788818359375,7918900
2015-05-27,101.01000213623047,101.41000366210938,100.80000305175781,101.12999725341797,75.12818145751953,9297900
2015-05-28,101.01000213623047,101.69999694824219,100.80999755859375,101.1500015258789,75.14303588867188,5700100
2015-05-29,101.55000305175781,101.62000274658203,99.83000183105469,100.13999938964844,74.39273071289062,9957800
2015-06-01,100.27999877929688,100.5999984741211,99.72000122070312,100.04000091552734,74.31842803955078,7298100
2015-06-02,99.91999816894531,100.23999786376953,99.0999984741211,99.9800033569336,74.27384185791016,8312400
2015-06-03,100.31999969482422,100.43000030517578,99.83999633789062,100.08999633789062,74.3555908203125,5375200
2015-06-04,99.94000244140625,100.47000122070312,99.05999755859375,99.2300033569336,73.71672058105469,8057900
2015-06-05,98.98999786376953,99.05000305175781,98.19999694824219,98.58999633789062,73.24126434326172,7557300
2015-06-08,98.5999984741211,98.9800033569336,97.95999908447266,97.95999908447266,72.77325439453125,7054600
2015-06-09,98.44000244140625,98.54000091552734,97.80000305175781,98.20999908447266,72.95896911621094,7844300
2015-06-10,98.4800033569336,99.55000305175781,98.19999694824219,98.87999725341797,73.4566879272461,10025100
